State,State code,Clean,Bioenergy,Coal,Gas,Fossil,Solar,Hydro,Nuclear,Wind,Other Renewables,Other Fossil,Total Generation,Clean_prop,Bioenergy_prop,Coal_prop,Gas_prop,Fossil_prop,Solar_prop,Hydro_prop,Nuclear_prop,Wind_prop,Other Renewables_prop,Other Fossil_prop,Total Generation_prop,Democrat,Republican,Total,Democrat_prop,Republican_prop,Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,yearly_sunlight_kwh_kw_threshold_avg,existing_installs_count,carbon_offset_metric_tons,carbon_offset_metric_tons_per_panel,carbon_offset_metric_tons_per_capita,existing_installs_count_per_capita,panel_utilization,carbon_offset_kg_per_panel,carbon_offset_kg,black_population,black_prop,white_population,white_prop,asian_population,asian_prop,hispanic_population,hispanic_prop,native_population,native_prop,"Net Upfront Cost (assuming $17,500 system @ $2.5 per W, federal tax credit)","Adjusted Payback Period (Years, under energy generation assumptions)",State-level Incentives,Numeric state-level upfront incentive,Notes,estimated_install_count,Residential_cap_24,Residential_cap_25,Residential_gen_24,Residential_gen_25,Commercial_cap_24,Commercial_cap_25,Commercial_gen_24,Commercial_gen_25,Industrial_cap_24,Industrial_cap_25,Industrial_gen_24,Industrial_gen_25,Total_cap_24,Total_cap_25,Total_gen_24,Total_gen_25,Residential_cap_prop_24,Residential_gen_prop_24,Residential_cap_prop_25,Residential_gen_prop_25,Residential_added_cap,Residential_added_gen,prop_cap_added,energy_ratio_by_income_bracket,energy_burden_by_income_bracket
Oregon,OR,42670.54,984.97,0,19054.76,19091.9,2012.52,31304.32,0,8149.19,219.54,37.14,61762.44,0.690881707,0.015947718,0,0.308516956,0.309118293,0.032584853,0.506850442,0,0.131944107,0.003554588,0.000601336,1,1340383,958448,2374321,0.564533187,0.40367246,26855.17391,10702.8,83312.7913,44402.08696,3070.104348,921.163357,75.13043478,38004.69012,0.071309003,1.346454192,0.002411993,0.000143441,71.30900271,38004690.12,72762,0.000286917,2368126,0.009338072,175486,0.000691982,433775,0.001710476,28314,0.000111649,11200,11,"Rebate of at least $0.20 per watt, up to 40% of net cost or $5,000, whichever less","1,400",Net metering; full retail credit,2184.759071,290.596,346.15,15882.309,19279.865,98.366,117.939,5294.737,6426.825,15.477,17.109,863.521,941.491,404.439,481.198,22040.57,26648.18,0.008855881,0.004849153,0.009419574,0.005232136,55.554,3397.556,0.014121336,"{'1000-9999': 0.9456887700090872, '10000-14999': 0.9568475157994838, '15000-19999': 0.9652912095849842, '20000-24999': 0.9652912095849842, '25000-29999': 0.7995711478657063, '30000-34999': 0.8112591128126414, '35000-39999': 0.8043921454454379, '40000-44999': 0.8063582463804039, '45000-49999': 0.7440496475679861, '50000-59999': 0.7485214488897899, '60000-74999': 0.6818425664253261, '75000-99999': 0.6805673839667102, '100000-124999': 0.6246424330994272, '125000-149999': 0.6262999823009903, '150000-199999': 0.5628208131588726, '200000-10000000': 0.5640292442542933}","{'1000-9999': 0.22900543792035302, '10000-14999': 0.05841122303669447, '15000-19999': 0.042813356900501386, '20000-24999': 0.042813356900501386, '25000-29999': 0.03956902281376453, '30000-34999': 0.031101984007240742, '35000-39999': 0.026837638089545552, '40000-44999': 0.022966355956356217, '45000-49999': 0.022017642117126507, '50000-59999': 0.016834372445518105, '60000-74999': 0.015183915063009751, '75000-99999': 0.011738854307725114, '100000-124999': 0.00996790895138597, '125000-149999': 0.008081996751102553, '150000-199999': 0.007014896361914038, '200000-10000000': 0.0005359562043349448}"
Pennsylvania,PA,84311.83,1592.95,23929.78,130163.55,155781.59,1046.54,1910.87,76166.02,3572.25,23.2,1688.27,240093.43,0.351162587,0.006634709,0.099668617,0.542137076,0.648837371,0.004358886,0.00795886,0.31723492,0.014878583,9.66E-05,0.007031721,1,3458229,3377674,6915283,0.500084957,0.48843612,16820.36447,6782.263736,83542.97985,44458.1685,2003.681319,969.6656965,8.038461538,46547.47932,0.193114546,3.367882358,0.000508977,4.67E-05,193.1145464,46547479.32,1289550,0.005084996,6564075,0.025883675,434118,0.001711828,883962,0.003485668,16965,6.69E-05,12250,9,No state-level incentive,0,Net metering; full retail credit,1079.279182,555.602,658.045,28747.569,36770.522,204.74,262.51,13756.857,17749.592,59.75,88.386,3583.729,5129.775,820.092,1008.94,46088.16,59649.89,0.01693191,0.008777147,0.017906987,0.009978721,102.443,8022.953,0.026040106,"{'1000-9999': 1.0516852127796177, '10000-14999': 1.0700635703161514, '15000-19999': 1.0929426987809878, '20000-24999': 1.0929426987809878, '25000-29999': 0.9886245687101026, '30000-34999': 0.9903400809846292, '35000-39999': 0.9962823101055147, '40000-44999': 0.9898692869224139, '45000-49999': 0.906117929208398, '50000-59999': 0.9211419492853405, '60000-74999': 0.7916905941023831, '75000-99999': 0.7942625176295862, '100000-124999': 0.7177608160452118, '125000-149999': 0.7244743430253268, '150000-199999': 0.621894203999255, '200000-10000000': 0.6201792785964572}","{'1000-9999': 0.20082749057606833, '10000-14999': 0.07981775296618308, '15000-19999': 0.054661395014749176, '20000-24999': 0.054661395014749176, '25000-29999': 0.04560173563543119, '30000-34999': 0.038128833599159535, '35000-39999': 0.03203784505394899, '40000-44999': 0.027961297598395083, '45000-49999': 0.027011206740637825, '50000-59999': 0.020418574260032834, '60000-74999': 0.019503295511988275, '75000-99999': 0.014927369446957975, '100000-124999': 0.01276882345716634, '125000-149999': 0.01036769765881219, '150000-199999': 0.009576304291414326, '200000-10000000': 0.0006757594192653673}"
Rhode Island,RI,1327.32,218.45,0,6963.77,7022.67,888.48,7.38,0,209.34,3.67,58.9,8349.99,0.158960669,0.026161708,0,0.83398543,0.841039331,0.106404918,0.000883833,0,0.025070689,0.000439521,0.007053901,1,307486,199922,516990,0.594761988,0.386703805,20475.6,8149.755556,89103.8,45525.84444,2338.288889,989.3432924,8.244444444,35569.72112,0.123527012,1.644185981,0.000415897,5.63E-05,123.5270119,35569721.12,62735,0.000247379,664865,0.002621717,33964,0.000133928,174343,0.000687475,3365,1.33E-05,7250,3,Limited state-level incentives (application required),0,Net metering; full retail credit,898.050259,146.181,151.582,11404.29,12932.655,303.6,69.905,28268.777,6411.682,5.604,5.85,527.205,550.348,455.385,227.337,40200.27,19894.69,0.00445485,0.003481934,0.004124911,0.003509642,5.401,1528.365,0.001372886,"{'1000-9999': 1.0699444246332783, '10000-14999': 1.0919893388002873, '15000-19999': 1.1062155922071786, '20000-24999': 1.1062155922071786, '25000-29999': 1.0131430682387903, '30000-34999': 0.9940789558920753, '35000-39999': 1.0185143899181242, '40000-44999': 1.0052131399524735, '45000-49999': 0.9429562365518459, '50000-59999': 0.9274139442501379, '60000-74999': 0.8038754935806514, '75000-99999': 0.8084555084280228, '100000-124999': 0.7363062066310158, '125000-149999': 0.7319331545912265, '150000-199999': 0.6314679447807883, '200000-10000000': 0.6347884298782516}","{'1000-9999': 0.37762713490146904, '10000-14999': 0.1133645765696035, '15000-19999': 0.08135876212031055, '20000-24999': 0.08135876212031055, '25000-29999': 0.06810543071438424, '30000-34999': 0.05565954264073792, '35000-39999': 0.04607605146232625, '40000-44999': 0.040600937887059076, '45000-49999': 0.03812504632971308, '50000-59999': 0.030638127051114634, '60000-74999': 0.02826094110838193, '75000-99999': 0.021903892110240585, '100000-124999': 0.018500162277389372, '125000-149999': 0.015139251157158876, '150000-199999': 0.014024549312222488, '200000-10000000': 0.0008879715106642729}"
South Carolina,SC,60613.99,1992.03,14243.46,24143.89,38615.96,2942,1310.21,54369.75,0,0,228.61,99229.95,0.610843702,0.020074887,0.143539929,0.243312528,0.389156298,0.029648307,0.013203776,0.547916733,0,0,0.002303841,1,1091541,1385103,2514096,0.434168385,0.550934809,23822.46707,9481.353293,67893.53892,37895.94012,3030.131737,1101.940824,7.54491018,89786.30441,0.189878347,3.655946933,0.000364954,1.57E-05,189.8783468,89786304.41,926184,0.003652159,2654162,0.010465978,80155,0.00031607,269166,0.001061384,11409,4.50E-05,7875,7,"25% state tax credit (up to $35,000)",4375,TOU net billing for new installs; legacy NEM,2669.834838,290.325,306.137,31115.925,32733.929,67.338,71.659,8016.188,8530.512,22.626,25.39,2686.775,3014.568,380.289,403.186,41818.89,44279.01,0.008847623,0.009500248,0.008330724,0.008883277,15.812,1618.004,0.004019271,"{'1000-9999': 0.7070773703857469, '10000-14999': 0.6606545105224992, '15000-19999': 0.6600783525945051, '20000-24999': 0.6600783525945051, '25000-29999': 0.6128610603966518, '30000-34999': 0.6167160551121539, '35000-39999': 0.6132509736808797, '40000-44999': 0.6123710558583031, '45000-49999': 0.5756745395967298, '50000-59999': 0.5758669428574088, '60000-74999': 0.5367339959297405, '75000-99999': 0.5362351675519929, '100000-124999': 0.4748545785088743, '125000-149999': 0.4749938891631642, '150000-199999': 0.4013825153828881, '200000-10000000': 0.4035929971303023}","{'1000-9999': 0.3571034948462351, '10000-14999': 0.12066315832789065, '15000-19999': 0.08698736449797535, '20000-24999': 0.08698736449797535, '25000-29999': 0.0714492968326173, '30000-34999': 0.0581088008867893, '35000-39999': 0.04981025560402497, '40000-44999': 0.04365057337414756, '45000-49999': 0.04097611203700893, '50000-59999': 0.03153695762054284, '60000-74999': 0.027583434438064772, '75000-99999': 0.021316804835567995, '100000-124999': 0.01876948143738189, '125000-149999': 0.015176405028132072, '150000-199999': 0.01425205032656877, '200000-10000000': 0.0012171122745730473}"
South Dakota,SD,14586.74,28.75,1874.8,1424.34,3315.99,4.34,4258.54,0,10295.11,0,16.85,17902.73,0.814777411,0.0016059,0.104721459,0.079559933,0.185222589,0.000242421,0.237870984,0,0.575058106,0,0.000941197,1,150471,261043,422609,0.356052521,0.617693897,18238.78947,7431.421053,81210.68421,41455.78947,1788.947368,1085.075202,1.105263158,55037.79237,0.167724542,2.403377426,9.96E-05,7.25E-06,167.7245417,55037792.37,15241,6.01E-05,284573,0.001122138,6148,2.42E-05,18947,7.47E-05,12980,5.12E-05,12250,23,No state-level incentive,0,"No net metering; exports not compensated, property tax exemption",3.999722777,2.653,3.992,259.199,393.813,1.467,1.61,143.299,157.354,0,0,0,0,4.12,5.602,402.498,551.166,8.08E-05,7.91E-05,0.000108632,0.000106872,1.339,134.614,0.000340362,"{'1000-9999': 0.9187134189790234, '10000-14999': 0.9558574986696526, '15000-19999': 0.973879070374626, '20000-24999': 0.973879070374626, '25000-29999': 0.8292333203689789, '30000-34999': 0.827816145110226, '35000-39999': 0.8364171168945286, '40000-44999': 0.828956670588874, '45000-49999': 0.8140424341026198, '50000-59999': 0.8112879977920412, '60000-74999': 0.6987417417902732, '75000-99999': 0.7025037969121377, '100000-124999': 0.6179677122544486, '125000-149999': 0.6204568473234542, '150000-199999': 0.5155584673597711, '200000-10000000': 0.515166159984896}","{'1000-9999': 0.22412490041523955, '10000-14999': 0.07108636498369493, '15000-19999': 0.051663684687604614, '20000-24999': 0.051663684687604614, '25000-29999': 0.0465705781199662, '30000-34999': 0.03784344885619037, '35000-39999': 0.03131134458468458, '40000-44999': 0.027437654426369463, '45000-49999': 0.024600116868628195, '50000-59999': 0.01923155054374051, '60000-74999': 0.01821068146877457, '75000-99999': 0.01393161266739439, '100000-124999': 0.012268658441743812, '125000-149999': 0.009984863711103732, '150000-199999': 0.00941588574859025, '200000-10000000': 0.0004079404934330408}"
Tennessee,TN,45550.52,433.98,15885.54,16520.81,32568.07,751.55,8706.76,35635.4,14.86,7.97,161.72,78118.59,0.583094498,0.0055554,0.203351597,0.21148372,0.416905502,0.009620629,0.111455673,0.456170548,0.000190224,0.000102024,0.002070186,1,1143711,1852475,3053851,0.374514343,0.606602942,23829.77551,9449.27551,69983.59184,39082.60714,3180.882653,1036.561084,6.653061224,119516.566,0.231324385,5.083515568,0.000303781,1.24E-05,231.3243846,119516566,991354,0.003909139,3202851,0.012629587,116022,0.000457502,323811,0.001276862,8766,3.46E-05,12250,25,No state-level incentive,0,"No net metering; TVA pays avoided cost, property tax exemption",725.0416897,16.064,17.435,1555.65,1683.56,33.057,37.199,2951.718,3477.99,0.03,0,2.965,0,49.151,54.664,4510.33,5164.52,0.000489549,0.000474968,0.000474448,0.000456882,1.371,127.91,0.000348496,"{'1000-9999': 0.6624622813428434, '10000-14999': 0.6242606902030896, '15000-19999': 0.6231226032674169, '20000-24999': 0.6231226032674169, '25000-29999': 0.5779384871065629, '30000-34999': 0.5776684682969228, '35000-39999': 0.5768841975159221, '40000-44999': 0.5791039502782016, '45000-49999': 0.5426733724004511, '50000-59999': 0.5407793493626961, '60000-74999': 0.5036151737081953, '75000-99999': 0.5039570905580613, '100000-124999': 0.44806137871458224, '125000-149999': 0.4487828631073899, '150000-199999': 0.37591676941338215, '200000-10000000': 0.37811426183060026}","{'1000-9999': 0.3172177040939589, '10000-14999': 0.10775236785658658, '15000-19999': 0.07879032869937402, '20000-24999': 0.07879032869937402, '25000-29999': 0.06478928364504712, '30000-34999': 0.0540731018219109, '35000-39999': 0.04488867259952728, '40000-44999': 0.03873372295415896, '45000-49999': 0.0365843188646703, '50000-59999': 0.028399150967862122, '60000-74999': 0.024965590430089765, '75000-99999': 0.019262290755837526, '100000-124999': 0.01693130635337119, '125000-149999': 0.013736535034894, '150000-199999': 0.012937133421112993, '200000-10000000': 0.0010660705945251684}"
Texas,TX,184023.7,1472.87,85336.95,256139.77,344538.25,25437.09,620.18,41606.95,114786.91,99.71,3061.54,528561.97,0.348159176,0.002786561,0.161451173,0.484597426,0.651840786,0.048125086,0.001173335,0.07871726,0.21716831,0.000188644,0.005792206,1,5259126,5890347,11315056,0.464790099,0.520576036,30324.17594,10957.25873,77400.29237,38841.6934,4113.390686,1126.514213,18.25873221,102976.9195,0.16832763,4.178510735,0.000704161,3.51E-05,168.3276297,102976919.5,3152359,0.012430485,13118464,0.051729156,1427627,0.005629465,9605818,0.037877975,138532,0.000546264,12250,16,No state-level incentive,0,"No state policy; REP-specific export rates, property tax exemption",22580.35425,2431.226,2736.903,283043.836,313258.45,275.948,312.688,32419.868,36764.924,0,0,0,0,2707.17,3058.43,315463.7,351071.85,0.074091348,0.086418344,0.074477714,0.085011536,305.677,30214.614,0.077700394,"{'1000-9999': 0.7221054742146699, '10000-14999': 0.673375582640111, '15000-19999': 0.6787926456472425, '20000-24999': 0.6787926456472425, '25000-29999': 0.6264022312815734, '30000-34999': 0.6247920523201568, '35000-39999': 0.6271372137100147, '40000-44999': 0.624692488513798, '45000-49999': 0.5861761098708503, '50000-59999': 0.5856840186392734, '60000-74999': 0.5461534908429092, '75000-99999': 0.5460749464093049, '100000-124999': 0.4840945539497388, '125000-149999': 0.48364608260384534, '150000-199999': 0.40599662671314984, '200000-10000000': 0.40814828755474314}","{'1000-9999': 0.35965133204972544, '10000-14999': 0.12443248313786552, '15000-19999': 0.0856680752578989, '20000-24999': 0.0856680752578989, '25000-29999': 0.07480835686725118, '30000-34999': 0.05996901724833249, '35000-39999': 0.05042397076560329, '40000-44999': 0.043907601023264936, '45000-49999': 0.041518772291539614, '50000-59999': 0.03206545315303477, '60000-74999': 0.028050462009619696, '75000-99999': 0.02155662162066299, '100000-124999': 0.018821120589989446, '125000-149999': 0.01536313563837419, '150000-199999': 0.014497741710265643, '200000-10000000': 0.001077274572219252}"
Utah,UT,6486.37,73.82,22390.22,11107.09,33677.04,4628.94,595.36,0,723.44,464.81,179.73,40163.41,0.161499484,0.001837991,0.557478063,0.276547484,0.838500516,0.115252664,0.014823443,0,0.018012415,0.011572972,0.004474969,1,560282,865140,1488289,0.376460486,0.58129839,27800.78125,9093.28125,87461.4375,38430.17708,2342.260417,1212.889467,32.90625,42042.16207,0.093582112,1.52573147,0.001222361,0.000141953,93.58211223,42042162.07,34489,0.000135998,2165141,0.008537655,73040,0.000288014,417106,0.001644746,21172,8.35E-05,12250,13,No state-level incentive,0,Export credit tariff (~5-6/kWh); NEM phased out,3816.456591,438.927,492.617,46857.843,52489.512,79.586,90.202,8402.669,9604.052,6.966,8.491,751.935,916.549,525.479,591.31,56012.45,63010.11,0.013376253,0.014306537,0.013405293,0.014244513,53.69,5631.669,0.013647524,"{'1000-9999': 1.2403671484451384, '10000-14999': 1.2714107305461273, '15000-19999': 1.2573059025349362, '20000-24999': 1.2573059025349362, '25000-29999': 1.0507648523799962, '30000-34999': 1.0558763439206265, '35000-39999': 1.056020218879576, '40000-44999': 1.0490205199548568, '45000-49999': 0.9694940514867326, '50000-59999': 0.9708065664401628, '60000-74999': 0.887487917148693, '75000-99999': 0.889845993448978, '100000-124999': 0.8160029836733499, '125000-149999': 0.8168764949489843, '150000-199999': 0.7370060528700613, '200000-10000000': 0.738460470427714}","{'1000-9999': 0.17502998845327913, '10000-14999': 0.05731236539363172, '15000-19999': 0.03933294414359979, '20000-24999': 0.03933294414359979, '25000-29999': 0.035381247113465804, '30000-34999': 0.02991749023508717, '35000-39999': 0.02479730898694913, '40000-44999': 0.021825378452126162, '45000-49999': 0.02087506808352082, '50000-59999': 0.01635294653692742, '60000-74999': 0.014369136159987148, '75000-99999': 0.011107471078464754, '100000-124999': 0.009516178938522923, '125000-149999': 0.007709882937714156, '150000-199999': 0.006753237790865245, '200000-10000000': 0.0005140269104702502}"
Vermont,VT,2385.58,422.2,0,1.5,9.63,413.51,1140.69,0,409.18,0,8.13,2395.21,0.995979476,0.176268469,0,0.00062625,0.004020524,0.172640395,0.476237992,0,0.17083262,0,0.003394274,1,242820,112704,370968,0.654557806,0.303810571,15957.875,6792.5,87987,49129.375,2040.25,943.5,16.375,28817.12325,0.118673781,1.757110349,0.00091139,6.42E-05,118.6737808,28817123.25,3683,1.45E-05,109976,0.000433661,6247,2.46E-05,3718,1.47E-05,122,4.81E-07,12250,8,No state-level incentive,0,"Net metering; near-retail credit with adjustors, sales and property tax exemptions",438.27239,441.285,522.85,47781.124,56715.975,149.714,165.593,16244.576,17966.404,4.133,4.298,438.034,455.51,595.132,692.741,64463.74,75137.89,0.013448112,0.014588432,0.014228006,0.015391483,81.565,8934.851,0.020733103,"{'1000-9999': 0.9729220583179504, '10000-14999': 1.0513841696079118, '15000-19999': 1.0431049322411547, '20000-24999': 1.0431049322411547, '25000-29999': 0.9743061793540649, '30000-34999': 0.9609191677460287, '35000-39999': 0.9638593127586961, '40000-44999': 0.9569780965028705, '45000-49999': 0.8887597999881348, '50000-59999': 0.8939907590027787, '60000-74999': 0.7711969451444822, '75000-99999': 0.7681445355977968, '100000-124999': 0.6957067042512232, '125000-149999': 0.700035750613456, '150000-199999': 0.6022742300321384, '200000-10000000': 0.6043884252397518}","{'1000-9999': 0.34868964979140177, '10000-14999': 0.09658874214819982, '15000-19999': 0.06845751487968263, '20000-24999': 0.06845751487968263, '25000-29999': 0.05724385019895169, '30000-34999': 0.04741702885218396, '35000-39999': 0.039739705663675184, '40000-44999': 0.03488290148145903, '45000-49999': 0.03279454084209638, '50000-59999': 0.025761373952489803, '60000-74999': 0.024304969056216322, '75000-99999': 0.018697031559114733, '100000-124999': 0.016167075557867443, '125000-149999': 0.012933702282466118, '150000-199999': 0.011846524293797603, '200000-10000000': 0.0008132314864687534}"
Virginia,VA,36561.66,3645.3,3346.07,48801.99,53322.78,5015.07,-364.71,28197.34,50.85,17.81,1174.72,89884.44,0.40676295,0.040555406,0.037226354,0.54294147,0.59323705,0.05579464,-0.004057543,0.313706577,0.000565726,0.000198143,0.013069225,1,2413568,1962430,4460524,0.541095172,0.439955037,22739.42727,8865.818182,93531.53182,47641.25455,2243.163636,1051.700047,10.89545455,65399.04677,0.195429102,2.982745466,0.000351852,2.34E-05,195.4291022,65399046.77,1071939,0.004226905,2979090,0.011747245,425188,0.001676615,457206,0.00180287,12425,4.90E-05,12250,10,No state-level incentive,0,Net metering; full retail credit,4768.536444,111.61,117.612,7645.838,8068.039,62.118,67.557,4472.283,5336.524,1.387,1.387,116.131,116.131,175.115,186.556,12234.25,13520.69,0.003401303,0.002334411,0.003200505,0.00218949,6.002,422.201,0.001525655,"{'1000-9999': 0.6918288737127009, '10000-14999': 0.6392959110691523, '15000-19999': 0.6379562714562791, '20000-24999': 0.6379562714562791, '25000-29999': 0.5927542948479069, '30000-34999': 0.5873144911983015, '35000-39999': 0.5896227452054613, '40000-44999': 0.5918012515101935, '45000-49999': 0.5515888673078551, '50000-59999': 0.5517387652368824, '60000-74999': 0.513176556317351, '75000-99999': 0.514057485996895, '100000-124999': 0.4573172543607377, '125000-149999': 0.4587408360832978, '150000-199999': 0.38540865369311156, '200000-10000000': 0.38551642401669056}","{'1000-9999': 0.3485767690262685, '10000-14999': 0.11815278897538345, '15000-19999': 0.0852678346586698, '20000-24999': 0.0852678346586698, '25000-29999': 0.06995162925914063, '30000-34999': 0.05841058406273669, '35000-39999': 0.04849841055733625, '40000-44999': 0.042369486213321185, '45000-49999': 0.03974931667351296, '50000-59999': 0.030975966817173472, '60000-74999': 0.027159861062511215, '75000-99999': 0.020927524993033308, '100000-124999': 0.018315085353948123, '125000-149999': 0.014938935141184335, '150000-199999': 0.014115689456744544, '200000-10000000': 0.0010099755309245955}"
Washington,WA,98646.65,1312.82,3565.97,14532.32,18455.34,476.5,78926.59,9851.54,8060.91,18.29,357.05,117101.99,0.842399433,0.011210911,0.030451831,0.124099684,0.157600567,0.004069102,0.673998708,0.084127862,0.068836661,0.000156189,0.003049052,1,2369612,1584651,4087631,0.579703011,0.387669777,26973.30802,10508.96624,102256.8439,52406.22363,2485.438819,880.9971711,24.2742616,30562.38334,0.06716309,1.346750632,0.000870975,5.95E-05,67.16308993,30562383.34,288027,0.001135757,4369007,0.017228011,685224,0.002701998,799689,0.00315336,58808,0.000231894,12250,16,No state-level incentive,0,"Net metering; full retail credit, sales tax exemption",540.8643928,377.159,438.041,17853.57,20827.679,57.7,70.373,2708.05,3319.062,1.142,1.506,63.483,81.599,436.001,509.92,20625.1,24228.34,0.011493879,0.005451014,0.011920149,0.005652179,60.882,2974.109,0.015475667,"{'1000-9999': 0.9210140571282829, '10000-14999': 0.9335294558236064, '15000-19999': 0.930652926658675, '20000-24999': 0.930652926658675, '25000-29999': 0.7664689043144788, '30000-34999': 0.7755587000800109, '35000-39999': 0.7693572176857544, '40000-44999': 0.7781932594771935, '45000-49999': 0.7119879021423186, '50000-59999': 0.7144912577827414, '60000-74999': 0.6546550977400979, '75000-99999': 0.6523557178804373, '100000-124999': 0.6008755417697172, '125000-149999': 0.6008787356998425, '150000-199999': 0.542590502725901, '200000-10000000': 0.5394008932099138}","{'1000-9999': 0.1915156173175331, '10000-14999': 0.05233627657234624, '15000-19999': 0.03584268133785899, '20000-24999': 0.03584268133785899, '25000-29999': 0.034016682292151705, '30000-34999': 0.02827239593934681, '35000-39999': 0.02380001603710148, '40000-44999': 0.020441823738308332, '45000-49999': 0.019761788316991862, '50000-59999': 0.015340891614119724, '60000-74999': 0.013569079273374878, '75000-99999': 0.010557078658731355, '100000-124999': 0.008870606220503157, '125000-149999': 0.007280217766515624, '150000-199999': 0.006321070089444576, '200000-10000000': 0.00042478527412704046}"
West Virginia,WV,3697.57,10.2,50717.5,2110.47,53000.99,33.21,1647.26,0,2006.9,0,173.02,56698.56,0.065214531,0.000179899,0.894511254,0.037222638,0.934785469,0.000585729,0.029052942,0,0.035395961,0,0.003051577,1,235984,545382,794652,0.296965212,0.686315519,9767.535211,4088.492958,57625.46479,32309.78873,1628.28169,978.6670472,1.126760563,37834.20138,0.23737299,3.575090763,0.000129729,5.84E-06,237.3729904,37834201.38,37339,0.000147236,610736,0.002408274,9335,3.68E-05,15165,5.98E-05,700,2.76E-06,12250,10,No state-level incentive,0,Net metering ended; export credit at wholesale,33.93391051,115.508,140.362,8190.581,10019.052,87.032,103.119,5981.848,7114.291,22.532,21.69,1588.298,1530.813,225.072,265.171,15760.73,18664.16,0.003520094,0.002500731,0.003819588,0.002718953,24.854,1828.471,0.006317667,"{'1000-9999': 0.6233616920023106, '10000-14999': 0.5876992114033752, '15000-19999': 0.588741516542204, '20000-24999': 0.588741516542204, '25000-29999': 0.5451560418412232, '30000-34999': 0.5446884596745395, '35000-39999': 0.5443022818267413, '40000-44999': 0.5430610162660985, '45000-49999': 0.5130154918239108, '50000-59999': 0.5114470166343454, '60000-74999': 0.4749384916828643, '75000-99999': 0.4745204348356506, '100000-124999': 0.42208105182107075, '125000-149999': 0.4217539008570501, '150000-199999': 0.3552460113131431, '200000-10000000': 0.35726317051046524}","{'1000-9999': 0.34923114024431956, '10000-14999': 0.11910736980100439, '15000-19999': 0.08232468367055173, '20000-24999': 0.08232468367055173, '25000-29999': 0.0706717869550362, '30000-34999': 0.05755055294290849, '35000-39999': 0.04848330609692157, '40000-44999': 0.04197701404946621, '45000-49999': 0.03949420314715562, '50000-59999': 0.030425787302251595, '60000-74999': 0.026815079761291355, '75000-99999': 0.0207804906528984, '100000-124999': 0.018139149917322076, '125000-149999': 0.014678772420155372, '150000-199999': 0.013680473906164104, '200000-10000000': 0.0010519357503942003}"
Wisconsin,WI,16119.82,1153.76,21922.95,23276.43,45252.19,1032.5,1990.98,10077.02,1815.72,49.84,52.81,61372.01,0.262657521,0.018799449,0.357214144,0.379267845,0.737342479,0.01682363,0.032441173,0.164195698,0.029585474,0.000812097,0.00086049,1,1630866,1610184,3298041,0.494495369,0.488224373,19563.65842,8094.846535,82676.30198,43710.5099,2139.861386,976.807664,9.465346535,91381.71464,0.223178278,4.748588146,0.0004502,2.50E-05,223.1782784,91381714.64,345625,0.00136288,3078537,0.012139388,146480,0.000577605,364176,0.001436031,18957,7.48E-05,12250,9,"Focus on Energy rebate, rural customers can receive additional $300",300,"Net metering; full retail credit, sales tax exemption",1057.014639,26.773,33.139,2456.976,3048.779,7.965,10.452,735.45,955.488,1.37,1.788,118.498,156,36.108,45.379,3310.92,4160.27,0.000815904,0.000750159,0.000901792,0.000827372,6.366,591.803,0.001618181,"{'1000-9999': 0.8372865413739474, '10000-14999': 0.8763288552849644, '15000-19999': 0.8818430771891231, '20000-24999': 0.8818430771891231, '25000-29999': 0.7635595047165328, '30000-34999': 0.7662497950461725, '35000-39999': 0.7622593104862503, '40000-44999': 0.7642488201713129, '45000-49999': 0.7473612277872748, '50000-59999': 0.7431516753592184, '60000-74999': 0.6446951366854101, '75000-99999': 0.6432608036108461, '100000-124999': 0.5675916689260192, '125000-149999': 0.5709664235268725, '150000-199999': 0.47420199585869816, '200000-10000000': 0.47488710916486876}","{'1000-9999': 0.36015770196734953, '10000-14999': 0.09252722672203756, '15000-19999': 0.06895952907059952, '20000-24999': 0.06895952907059952, '25000-29999': 0.058418178132783355, '30000-34999': 0.04845634672811524, '35000-39999': 0.040839289346835936, '40000-44999': 0.0354223711374389, '45000-49999': 0.03181393086537328, '50000-59999': 0.025028749978783384, '60000-74999': 0.023272695397462212, '75000-99999': 0.0179627425617939, '100000-124999': 0.015917425519121408, '125000-149999': 0.012914539438844557, '150000-199999': 0.012252648281261864, '200000-10000000': 0.0007637997115242223}"
